Gene	Uniprot	Breast cancer	Cervical cancer	Colorectal cancer	Endometrial cancer	Glioma	Head and neck cancer	Liver cancer	Lung cancer	Melanoma	Ovarian cancer	Pancreatic cancer	Prostate cancer	Renal cancer	Stomach cancer	Testis cancer	Thyroid cancer	Urothelial cancer
LDLRAD3	Q86YD5	unprognostic (1.59e-3)	prognostic unfavourable (2.24e-4)	unprognostic (3.25e-2)	unprognostic (4.08e-3)	unprognostic (1.81e-1)	unprognostic (1.93e-1)	unprognostic (2.29e-2)	prognostic unfavourable (9.34e-6)	unprognostic (2.17e-1)	unprognostic (1.78e-1)	unprognostic (1.68e-2)	unprognostic (6.93e-2)	prognostic unfavourable (5.05e-8)	unprognostic (3.32e-2)	unprognostic (9.21e-3)	unprognostic (9.33e-2)	prognostic unfavourable (2.14e-5)
SLC25A43	Q8WUT9	unprognostic (6.05e-3)	unprognostic (1.48e-1)	unprognostic (9.92e-2)	prognostic unfavourable (3.76e-5)	unprognostic (4.99e-3)	unprognostic (1.59e-2)	unprognostic (3.26e-2)	unprognostic (2.74e-2)	unprognostic (7.19e-2)	unprognostic (2.14e-1)	unprognostic (2.80e-3)	unprognostic (1.26e-1)	prognostic unfavourable (5.06e-8)	unprognostic (2.63e-1)	unprognostic (2.62e-1)	unprognostic (1.96e-2)	unprognostic (4.92e-2)
TAP2	Q03519	unprognostic (2.95e-3)	unprognostic (2.35e-1)	unprognostic (3.77e-2)	unprognostic (1.12e-1)	unprognostic (1.39e-1)	unprognostic (3.46e-1)	unprognostic (8.04e-2)	unprognostic (1.28e-2)	unprognostic (1.68e-1)	unprognostic (1.51e-2)	prognostic unfavourable (1.51e-4)	unprognostic (1.90e-1)	prognostic unfavourable (5.22e-8)	unprognostic (5.32e-1)	unprognostic (4.17e-2)	unprognostic (2.35e-1)	unprognostic (4.71e-2)
DDX11	Q96FC9	unprognostic (6.10e-2)	unprognostic (1.48e-2)	unprognostic (1.02e-1)	unprognostic (5.09e-2)	unprognostic (1.45e-1)	unprognostic (2.79e-3)	prognostic unfavourable (2.40e-4)	unprognostic (4.87e-2)	unprognostic (3.89e-3)	unprognostic (3.53e-1)	unprognostic (5.66e-2)	unprognostic (1.25e-1)	prognostic unfavourable (5.23e-8)	unprognostic (1.89e-2)	unprognostic (3.64e-2)	unprognostic (1.02e-1)	unprognostic (8.03e-3)
NID1	P14543	unprognostic (1.17e-1)	unprognostic (2.23e-3)	unprognostic (3.24e-1)	unprognostic (2.35e-1)	unprognostic (4.03e-1)	unprognostic (2.79e-2)	unprognostic (2.44e-3)	unprognostic (1.42e-2)	unprognostic (7.88e-2)	unprognostic (1.18e-1)	unprognostic (9.01e-2)	unprognostic (1.40e-1)	prognostic unfavourable (5.38e-8)	unprognostic (3.64e-3)	unprognostic (1.35e-1)	unprognostic (7.36e-2)	unprognostic (3.72e-3)
EIF2B4	Q9UI10	unprognostic (2.26e-2)	unprognostic (1.41e-1)	unprognostic (3.00e-1)	unprognostic (7.55e-2)	unprognostic (2.37e-1)	unprognostic (4.63e-1)	prognostic unfavourable (1.83e-4)	unprognostic (3.64e-2)	unprognostic (2.18e-1)	unprognostic (3.56e-3)	unprognostic (1.11e-1)	unprognostic (2.68e-1)	prognostic unfavourable (5.46e-8)	unprognostic (1.79e-1)	unprognostic (1.70e-1)	unprognostic (8.76e-2)	unprognostic (1.67e-2)
MYC	P01106	unprognostic (1.45e-2)	unprognostic (4.00e-3)	unprognostic (3.94e-3)	unprognostic (2.41e-3)	unprognostic (8.14e-2)	unprognostic (3.36e-3)	unprognostic (5.80e-2)	unprognostic (4.94e-3)	unprognostic (1.59e-1)	prognostic unfavourable (7.52e-4)	unprognostic (5.19e-3)	unprognostic (9.86e-3)	prognostic unfavourable (5.49e-8)	unprognostic (7.85e-2)	unprognostic (4.66e-2)	unprognostic (2.48e-1)	prognostic unfavourable (4.96e-5)
GBP5	Q96PP8	unprognostic (2.72e-2)	unprognostic (1.82e-2)	prognostic favourable (9.54e-4)	prognostic favourable (3.73e-6)	unprognostic (8.33e-2)	unprognostic (8.68e-3)	unprognostic (3.71e-2)	unprognostic (6.43e-3)	unprognostic (2.37e-3)	prognostic favourable (1.24e-4)	unprognostic (3.47e-2)	unprognostic (4.16e-1)	prognostic unfavourable (5.53e-8)	unprognostic (2.75e-2)	unprognostic (3.68e-2)	unprognostic (1.66e-1)	unprognostic (4.11e-2)
TBX15	Q96SF7	unprognostic (1.94e-1)	unprognostic (2.75e-3)	unprognostic (1.92e-2)	unprognostic (3.94e-2)	unprognostic (5.72e-3)	unprognostic (7.79e-2)	unprognostic (5.82e-2)	unprognostic (2.46e-1)	unprognostic (3.00e-3)	unprognostic (1.39e-1)	unprognostic (3.81e-3)	unprognostic (5.03e-2)	prognostic unfavourable (5.57e-8)	unprognostic (2.63e-2)	unprognostic (3.90e-2)	unprognostic (1.88e-3)	unprognostic (2.31e-1)
INHBE	P58166	unprognostic (7.34e-2)	unprognostic (6.73e-2)	unprognostic (3.45e-1)	unprognostic (4.69e-5)	unprognostic (2.61e-1)	unprognostic (2.50e-1)	unprognostic (3.13e-1)	unprognostic (1.24e-1)	unprognostic (8.79e-3)	unprognostic (1.44e-1)	unprognostic (3.22e-1)	unprognostic (2.70e-1)	prognostic unfavourable (5.66e-8)	unprognostic (4.09e-3)	unprognostic (1.56e-1)	unprognostic (3.57e-2)	unprognostic (7.52e-3)
STK17B	O94768	unprognostic (2.14e-1)	unprognostic (2.45e-3)	unprognostic (3.68e-2)	unprognostic (3.61e-2)	unprognostic (3.63e-2)	unprognostic (7.43e-3)	unprognostic (1.75e-1)	unprognostic (7.63e-2)	unprognostic (9.15e-2)	unprognostic (1.14e-1)	unprognostic (9.90e-2)	unprognostic (1.52e-1)	prognostic unfavourable (5.72e-8)	unprognostic (1.88e-1)	unprognostic (1.19e-2)	unprognostic (2.64e-2)	unprognostic (5.80e-2)
PDGFRB	P09619	unprognostic (4.75e-2)	unprognostic (2.48e-1)	unprognostic (5.21e-2)	unprognostic (3.60e-2)	unprognostic (3.27e-1)	unprognostic (5.61e-2)	unprognostic (1.02e-1)	unprognostic (3.36e-2)	unprognostic (2.12e-2)	unprognostic (2.57e-3)	unprognostic (6.72e-2)	unprognostic (1.25e-1)	prognostic unfavourable (5.87e-8)	unprognostic (3.13e-3)	unprognostic (1.25e-2)	unprognostic (5.47e-2)	prognostic unfavourable (8.11e-4)
SERPINE1	P05121	unprognostic (5.02e-2)	prognostic unfavourable (5.01e-4)	prognostic unfavourable (2.82e-4)	unprognostic (2.10e-2)	unprognostic (9.04e-3)	prognostic unfavourable (2.84e-5)	unprognostic (6.80e-3)	prognostic unfavourable (4.41e-6)	unprognostic (2.33e-1)	unprognostic (1.45e-1)	unprognostic (2.88e-3)	unprognostic (1.58e-1)	prognostic unfavourable (5.88e-8)	prognostic unfavourable (3.27e-6)	unprognostic (1.05e-1)	unprognostic (4.33e-2)	prognostic unfavourable (5.51e-4)
GLMN	Q92990	unprognostic (4.20e-2)	unprognostic (3.47e-2)	prognostic favourable (1.71e-4)	unprognostic (7.37e-2)	unprognostic (1.38e-1)	unprognostic (7.24e-2)	prognostic unfavourable (2.42e-5)	unprognostic (7.32e-2)	unprognostic (2.07e-3)	unprognostic (4.59e-2)	unprognostic (9.88e-2)	unprognostic (1.81e-2)	prognostic unfavourable (5.89e-8)	unprognostic (7.33e-2)	unprognostic (5.21e-2)	unprognostic (1.89e-1)	unprognostic (3.58e-1)
IGLL5	B9A064	prognostic favourable (6.10e-4)	unprognostic (7.64e-3)	unprognostic (4.33e-2)	unprognostic (1.51e-3)	unprognostic (2.82e-2)	prognostic favourable (3.41e-5)	unprognostic (1.76e-2)	unprognostic (2.18e-1)	unprognostic (7.28e-2)	unprognostic (1.87e-2)	unprognostic (1.01e-1)	unprognostic (3.73e-1)	prognostic unfavourable (5.94e-8)	unprognostic (1.85e-1)	unprognostic (4.63e-1)	unprognostic (8.52e-2)	unprognostic (6.50e-2)
CCDC88A	Q3V6T2	unprognostic (1.20e-1)	unprognostic (2.86e-1)	unprognostic (1.19e-1)	prognostic unfavourable (2.06e-4)	unprognostic (1.91e-2)	unprognostic (2.88e-1)	prognostic unfavourable (4.86e-4)	unprognostic (8.51e-2)	unprognostic (1.59e-1)	unprognostic (1.35e-1)	unprognostic (3.18e-3)	unprognostic (1.71e-1)	prognostic unfavourable (5.98e-8)	unprognostic (1.42e-2)	unprognostic (2.61e-1)	unprognostic (5.74e-3)	unprognostic (8.96e-3)
BGN	P21810	unprognostic (1.74e-1)	unprognostic (2.49e-1)	unprognostic (7.11e-3)	unprognostic (3.60e-1)	unprognostic (5.42e-2)	unprognostic (3.28e-2)	unprognostic (1.32e-1)	unprognostic (1.22e-2)	unprognostic (1.76e-3)	unprognostic (1.30e-2)	unprognostic (2.63e-1)	unprognostic (2.35e-1)	prognostic unfavourable (6.00e-8)	unprognostic (7.05e-3)	unprognostic (2.40e-2)	unprognostic (5.66e-2)	unprognostic (2.57e-3)
TGFB1I1	O43294	unprognostic (5.80e-2)	unprognostic (3.09e-2)	unprognostic (5.34e-2)	unprognostic (1.18e-1)	unprognostic (6.64e-2)	unprognostic (9.52e-2)	unprognostic (1.89e-1)	unprognostic (4.95e-2)	unprognostic (4.19e-2)	unprognostic (1.71e-2)	unprognostic (1.38e-1)	unprognostic (1.39e-1)	prognostic unfavourable (6.06e-8)	unprognostic (1.06e-2)	unprognostic (6.57e-2)	unprognostic (2.25e-2)	prognostic unfavourable (7.73e-5)
RPL38	P63173	unprognostic (1.68e-3)	unprognostic (1.84e-1)	unprognostic (7.15e-2)	unprognostic (2.99e-1)	unprognostic (1.20e-1)	prognostic unfavourable (2.51e-4)	unprognostic (1.01e-2)	unprognostic (1.05e-1)	unprognostic (1.83e-1)	unprognostic (7.71e-3)	unprognostic (4.95e-2)	unprognostic (1.49e-1)	prognostic unfavourable (6.17e-8)	unprognostic (1.89e-1)	unprognostic (6.00e-2)	unprognostic (1.18e-1)	unprognostic (3.39e-2)
PML	P29590	prognostic favourable (3.24e-4)	unprognostic (4.83e-2)	unprognostic (5.76e-2)	unprognostic (1.58e-3)	unprognostic (7.53e-3)	unprognostic (1.58e-1)	unprognostic (2.35e-2)	unprognostic (5.30e-3)	unprognostic (4.54e-3)	unprognostic (1.15e-1)	prognostic unfavourable (3.29e-4)	unprognostic (2.67e-2)	prognostic unfavourable (6.27e-8)	unprognostic (1.58e-2)	unprognostic (4.17e-2)	unprognostic (1.02e-1)	unprognostic (8.99e-2)
ANXA2R	Q3ZCQ2	unprognostic (3.38e-2)	unprognostic (2.00e-3)	unprognostic (1.21e-2)	unprognostic (1.92e-2)	unprognostic (1.40e-2)	unprognostic (3.92e-3)	unprognostic (5.65e-3)	unprognostic (1.03e-1)	unprognostic (1.87e-1)	unprognostic (8.14e-2)	unprognostic (2.13e-2)	unprognostic (4.34e-1)	prognostic unfavourable (6.36e-8)	unprognostic (2.68e-1)	unprognostic (2.77e-1)	unprognostic (2.68e-1)	unprognostic (1.68e-1)
SLC2A3	P11169	unprognostic (9.20e-2)	unprognostic (9.63e-3)	prognostic unfavourable (8.58e-4)	unprognostic (2.65e-1)	unprognostic (5.29e-3)	unprognostic (2.16e-3)	unprognostic (1.12e-1)	unprognostic (8.27e-2)	unprognostic (2.35e-1)	unprognostic (3.83e-2)	unprognostic (8.47e-3)	unprognostic (5.40e-2)	prognostic unfavourable (6.36e-8)	prognostic unfavourable (2.89e-5)	unprognostic (1.70e-1)	unprognostic (1.14e-2)	unprognostic (2.91e-3)
RWDD3	Q9Y3V2	unprognostic (4.87e-3)	unprognostic (1.62e-1)	unprognostic (1.99e-1)	unprognostic (2.21e-2)	unprognostic (4.35e-2)	unprognostic (1.09e-1)	unprognostic (7.54e-3)	unprognostic (8.58e-3)	unprognostic (9.48e-2)	unprognostic (4.78e-2)	unprognostic (1.77e-1)	unprognostic (2.59e-1)	prognostic unfavourable (6.46e-8)	unprognostic (2.58e-2)	unprognostic (2.14e-1)	unprognostic (9.37e-3)	prognostic favourable (2.06e-4)
KMO	O15229	unprognostic (4.27e-2)	unprognostic (3.35e-2)	unprognostic (3.95e-2)	unprognostic (7.48e-3)	unprognostic (8.37e-3)	unprognostic (2.63e-1)	unprognostic (9.79e-2)	unprognostic (3.65e-1)	unprognostic (2.42e-1)	unprognostic (4.75e-3)	unprognostic (8.07e-2)	unprognostic (1.47e-1)	prognostic unfavourable (6.49e-8)	unprognostic (1.60e-2)	unprognostic (3.65e-2)	unprognostic (3.36e-2)	unprognostic (6.81e-2)
MORC2	Q9Y6X9	unprognostic (3.43e-2)	unprognostic (1.71e-2)	unprognostic (1.60e-3)	unprognostic (1.44e-2)	unprognostic (6.15e-2)	unprognostic (3.56e-3)	unprognostic (2.89e-3)	unprognostic (4.63e-1)	unprognostic (6.76e-2)	unprognostic (1.60e-1)	unprognostic (5.46e-3)	unprognostic (1.32e-1)	prognostic unfavourable (6.54e-8)	unprognostic (5.64e-2)	unprognostic (2.38e-1)	unprognostic (1.02e-2)	unprognostic (6.66e-3)
SEC61G	P60059	unprognostic (1.39e-2)	unprognostic (4.51e-3)	unprognostic (5.26e-3)	unprognostic (1.82e-2)	unprognostic (2.46e-2)	prognostic unfavourable (4.64e-7)	prognostic unfavourable (3.85e-6)	unprognostic (2.09e-2)	unprognostic (2.17e-1)	unprognostic (2.34e-2)	unprognostic (1.75e-1)	unprognostic (1.53e-1)	prognostic unfavourable (6.60e-8)	unprognostic (1.23e-1)	unprognostic (1.12e-1)	unprognostic (7.95e-3)	unprognostic (8.43e-2)
LIMK1	P53667	unprognostic (1.45e-2)	unprognostic (2.75e-1)	prognostic unfavourable (4.95e-5)	unprognostic (2.77e-2)	unprognostic (1.40e-3)	unprognostic (3.35e-2)	prognostic unfavourable (7.79e-6)	unprognostic (1.90e-2)	unprognostic (2.16e-1)	unprognostic (1.18e-1)	unprognostic (3.32e-2)	unprognostic (3.16e-2)	prognostic unfavourable (6.63e-8)	unprognostic (4.14e-2)	unprognostic (7.00e-2)	unprognostic (3.84e-2)	unprognostic (5.79e-2)
CARD11	Q9BXL7	unprognostic (3.12e-2)	unprognostic (1.75e-1)	unprognostic (2.17e-1)	unprognostic (8.46e-3)	unprognostic (4.81e-1)	unprognostic (3.44e-2)	unprognostic (1.71e-1)	unprognostic (2.31e-1)	unprognostic (5.65e-2)	unprognostic (5.11e-2)	unprognostic (2.09e-2)	unprognostic (3.09e-1)	prognostic unfavourable (6.68e-8)	unprognostic (3.74e-2)	unprognostic (4.75e-2)	unprognostic (1.31e-1)	prognostic favourable (1.10e-4)
LY6E	Q16553	unprognostic (1.05e-1)	unprognostic (8.80e-2)	unprognostic (3.88e-2)	unprognostic (3.70e-3)	unprognostic (9.08e-3)	unprognostic (2.11e-1)	unprognostic (2.28e-1)	unprognostic (6.64e-2)	unprognostic (4.94e-1)	unprognostic (7.34e-2)	unprognostic (1.74e-3)	unprognostic (1.71e-2)	prognostic unfavourable (6.74e-8)	unprognostic (2.68e-1)	unprognostic (2.28e-3)	unprognostic (1.84e-3)	unprognostic (2.12e-2)
SLA2	Q9H6Q3	unprognostic (4.16e-3)	prognostic favourable (7.36e-4)	unprognostic (4.52e-4)	unprognostic (2.30e-6)	unprognostic (3.37e-2)	unprognostic (3.79e-3)	unprognostic (2.15e-3)	unprognostic (1.13e-2)	unprognostic (1.32e-2)	unprognostic (2.84e-2)	unprognostic (3.22e-3)	unprognostic (1.23e-1)	prognostic unfavourable (6.77e-8)	unprognostic (8.48e-2)	unprognostic (1.73e-1)	unprognostic (1.98e-2)	unprognostic (6.45e-3)
LIF	P15018	unprognostic (1.28e-2)	prognostic unfavourable (9.01e-4)	unprognostic (8.79e-2)	unprognostic (4.61e-2)	unprognostic (7.36e-3)	unprognostic (4.18e-3)	unprognostic (1.17e-2)	unprognostic (1.41e-2)	unprognostic (3.18e-3)	unprognostic (1.22e-1)	unprognostic (8.10e-2)	unprognostic (9.65e-2)	prognostic unfavourable (6.78e-8)	unprognostic (2.02e-1)	unprognostic (6.40e-2)	unprognostic (8.99e-2)	unprognostic (4.71e-3)
SLC16A1	P53985	unprognostic (1.19e-1)	unprognostic (1.61e-2)	unprognostic (2.97e-1)	prognostic unfavourable (8.37e-6)	unprognostic (1.53e-1)	unprognostic (2.89e-2)	unprognostic (2.15e-3)	prognostic unfavourable (4.05e-4)	unprognostic (6.92e-2)	unprognostic (6.31e-3)	prognostic unfavourable (2.10e-4)	unprognostic (1.18e-1)	prognostic unfavourable (6.78e-8)	unprognostic (1.30e-1)	unprognostic (2.31e-1)	unprognostic (1.04e-2)	unprognostic (1.53e-3)
KDELR2	P33947	unprognostic (2.16e-3)	unprognostic (1.34e-3)	unprognostic (1.77e-1)	unprognostic (5.33e-2)	prognostic unfavourable (5.40e-5)	prognostic unfavourable (1.03e-5)	unprognostic (1.85e-2)	unprognostic (7.05e-2)	unprognostic (1.42e-1)	unprognostic (1.95e-1)	unprognostic (2.33e-2)	unprognostic (5.42e-1)	prognostic unfavourable (6.79e-8)	unprognostic (7.72e-2)	unprognostic (1.80e-1)	unprognostic (4.29e-2)	unprognostic (2.71e-2)
VOPP1	Q96AW1	unprognostic (5.59e-2)	unprognostic (2.51e-2)	unprognostic (2.60e-2)	unprognostic (9.13e-2)	unprognostic (7.14e-2)	unprognostic (3.69e-2)	prognostic unfavourable (4.35e-5)	unprognostic (8.65e-2)	unprognostic (3.74e-1)	unprognostic (5.98e-2)	unprognostic (1.91e-3)	unprognostic (5.15e-2)	prognostic unfavourable (6.99e-8)	unprognostic (3.32e-1)	unprognostic (6.09e-2)	unprognostic (1.23e-1)	unprognostic (4.60e-2)
PAK1IP1	Q9NWT1	unprognostic (9.41e-2)	unprognostic (3.79e-1)	unprognostic (1.67e-2)	unprognostic (1.17e-1)	unprognostic (1.51e-1)	unprognostic (1.17e-2)	prognostic unfavourable (1.35e-6)	unprognostic (7.23e-2)	unprognostic (9.29e-3)	unprognostic (1.06e-3)	unprognostic (2.14e-2)	unprognostic (2.12e-1)	prognostic unfavourable (7.02e-8)	unprognostic (8.14e-2)	unprognostic (2.04e-1)	unprognostic (1.11e-1)	unprognostic (2.10e-1)
NCF4	Q15080	unprognostic (3.27e-2)	unprognostic (1.55e-2)	unprognostic (2.68e-2)	unprognostic (1.36e-3)	unprognostic (1.35e-1)	unprognostic (2.78e-3)	unprognostic (4.20e-2)	unprognostic (3.69e-2)	unprognostic (4.03e-2)	unprognostic (2.70e-1)	unprognostic (3.27e-2)	unprognostic (2.54e-1)	prognostic unfavourable (7.06e-8)	unprognostic (3.60e-1)	unprognostic (2.23e-2)	unprognostic (1.19e-1)	unprognostic (2.42e-1)
TRIT1	Q9H3H1	unprognostic (4.61e-2)	unprognostic (1.77e-1)	unprognostic (8.38e-3)	prognostic unfavourable (8.80e-4)	unprognostic (4.00e-2)	unprognostic (8.55e-2)	prognostic unfavourable (5.34e-6)	unprognostic (2.90e-1)	unprognostic (2.21e-3)	unprognostic (3.18e-2)	unprognostic (3.54e-1)	unprognostic (6.68e-3)	prognostic unfavourable (7.08e-8)	unprognostic (6.03e-2)	unprognostic (1.11e-1)	unprognostic (1.22e-1)	unprognostic (6.90e-2)
ZBTB8OS	Q8IWT0	unprognostic (3.41e-2)	unprognostic (1.39e-2)	unprognostic (1.08e-1)	unprognostic (9.08e-2)	unprognostic (1.82e-1)	unprognostic (8.14e-2)	prognostic unfavourable (4.25e-4)	unprognostic (9.63e-2)	prognostic unfavourable (8.56e-4)	unprognostic (5.18e-2)	unprognostic (3.84e-1)	unprognostic (1.40e-1)	prognostic unfavourable (7.11e-8)	unprognostic (1.94e-2)	unprognostic (2.79e-1)	unprognostic (1.68e-1)	unprognostic (1.42e-1)
COL5A3	P25940	unprognostic (1.17e-1)	unprognostic (1.35e-2)	unprognostic (4.63e-2)	unprognostic (3.24e-2)	unprognostic (6.84e-3)	unprognostic (3.01e-1)	unprognostic (7.47e-2)	unprognostic (1.79e-2)	unprognostic (2.36e-1)	unprognostic (2.27e-1)	unprognostic (4.62e-2)	unprognostic (2.09e-1)	prognostic unfavourable (7.17e-8)	unprognostic (3.25e-2)	unprognostic (7.31e-3)	unprognostic (6.00e-2)	prognostic unfavourable (6.87e-5)
EBPL	Q9BY08	unprognostic (1.49e-1)	unprognostic (1.41e-2)	unprognostic (4.23e-2)	unprognostic (3.06e-2)	unprognostic (2.81e-1)	unprognostic (8.63e-3)	unprognostic (3.91e-2)	unprognostic (1.57e-1)	unprognostic (6.91e-2)	prognostic unfavourable (1.38e-4)	unprognostic (1.63e-2)	unprognostic (2.67e-2)	prognostic unfavourable (7.18e-8)	unprognostic (1.11e-2)	unprognostic (1.11e-1)	unprognostic (3.03e-1)	unprognostic (1.95e-2)
TEPSIN	Q96N21	unprognostic (6.90e-3)	unprognostic (1.03e-2)	unprognostic (4.26e-2)	unprognostic (3.64e-2)	unprognostic (1.00e-1)	prognostic favourable (9.96e-4)	unprognostic (1.16e-2)	unprognostic (4.85e-2)	unprognostic (8.52e-2)	unprognostic (2.29e-1)	prognostic favourable (6.95e-4)	unprognostic (4.99e-2)	prognostic unfavourable (7.31e-8)	unprognostic (1.65e-1)	unprognostic (3.01e-1)	unprognostic (3.58e-1)	unprognostic (3.16e-3)
TOX2	Q96NM4	unprognostic (2.15e-2)	unprognostic (1.82e-2)	unprognostic (8.97e-3)	prognostic unfavourable (2.60e-4)	unprognostic (1.33e-1)	unprognostic (1.01e-1)	unprognostic (7.53e-3)	unprognostic (6.29e-2)	unprognostic (1.66e-1)	unprognostic (1.86e-1)	unprognostic (1.75e-2)	unprognostic (2.78e-2)	prognostic unfavourable (7.45e-8)	unprognostic (1.60e-1)	unprognostic (2.00e-1)	unprognostic (7.60e-2)	unprognostic (3.12e-1)
RPP40	O75818	unprognostic (2.93e-2)	unprognostic (3.22e-2)	unprognostic (1.94e-1)	prognostic unfavourable (6.10e-6)	unprognostic (8.00e-2)	unprognostic (4.78e-2)	prognostic unfavourable (5.41e-4)	unprognostic (1.20e-1)	unprognostic (1.72e-2)	unprognostic (6.44e-2)	unprognostic (8.17e-2)	unprognostic (9.57e-2)	prognostic unfavourable (7.54e-8)	unprognostic (1.54e-1)	unprognostic (5.10e-1)	unprognostic (4.08e-2)	unprognostic (2.19e-1)
IRF9	Q00978	unprognostic (4.96e-3)	unprognostic (4.91e-2)	unprognostic (6.84e-3)	unprognostic (8.17e-3)	unprognostic (5.32e-2)	unprognostic (2.51e-2)	unprognostic (2.00e-1)	unprognostic (1.77e-2)	unprognostic (4.50e-1)	unprognostic (9.10e-2)	unprognostic (4.08e-2)	unprognostic (1.82e-1)	prognostic unfavourable (7.58e-8)	unprognostic (1.56e-1)	unprognostic (4.44e-2)	unprognostic (4.40e-2)	prognostic favourable (9.92e-4)
FXYD1	O00168	unprognostic (5.58e-3)	unprognostic (6.60e-2)	unprognostic (3.37e-2)	unprognostic (1.31e-2)	prognostic unfavourable (6.91e-4)	unprognostic (1.54e-2)	unprognostic (1.72e-2)	unprognostic (3.54e-3)	unprognostic (8.13e-2)	unprognostic (5.11e-2)	unprognostic (8.64e-2)	unprognostic (2.66e-1)	prognostic unfavourable (7.59e-8)	unprognostic (9.97e-3)	unprognostic (2.25e-1)	unprognostic (1.65e-1)	unprognostic (1.92e-2)
ST20	Q9HBF5	unprognostic (2.48e-1)	unprognostic (1.28e-1)	unprognostic (1.02e-2)	unprognostic (6.35e-2)	unprognostic (2.04e-2)	unprognostic (3.20e-1)	unprognostic (1.39e-1)	unprognostic (3.86e-1)	unprognostic (1.35e-3)	unprognostic (4.21e-2)	unprognostic (3.03e-3)	unprognostic (2.02e-1)	prognostic unfavourable (7.69e-8)	unprognostic (6.49e-2)	unprognostic (2.61e-2)	unprognostic (9.88e-2)	unprognostic (4.19e-2)
PRR5L	Q6MZQ0	unprognostic (6.76e-2)	unprognostic (1.61e-1)	unprognostic (3.48e-2)	prognostic favourable (7.30e-5)	unprognostic (2.34e-2)	unprognostic (1.21e-1)	unprognostic (1.63e-1)	unprognostic (7.45e-2)	unprognostic (3.61e-1)	unprognostic (1.46e-2)	unprognostic (3.03e-3)	unprognostic (2.12e-1)	prognostic unfavourable (7.71e-8)	prognostic unfavourable (4.86e-4)	unprognostic (1.66e-1)	unprognostic (1.44e-1)	unprognostic (2.98e-2)
RPL27	P61353	unprognostic (8.53e-3)	unprognostic (7.15e-2)	unprognostic (3.97e-2)	unprognostic (2.81e-2)	unprognostic (4.99e-2)	unprognostic (4.31e-2)	unprognostic (1.91e-3)	unprognostic (7.32e-2)	unprognostic (9.17e-2)	unprognostic (1.19e-1)	unprognostic (5.12e-2)	unprognostic (3.86e-1)	prognostic unfavourable (7.80e-8)	unprognostic (1.10e-1)	unprognostic (2.70e-1)	unprognostic (2.70e-1)	unprognostic (1.14e-1)
KNTC1	P50748	unprognostic (1.17e-1)	unprognostic (2.12e-3)	unprognostic (2.51e-1)	unprognostic (1.53e-2)	unprognostic (9.34e-2)	prognostic favourable (8.69e-4)	prognostic unfavourable (4.79e-6)	unprognostic (4.04e-2)	unprognostic (7.20e-3)	unprognostic (1.59e-2)	unprognostic (4.78e-2)	unprognostic (1.92e-2)	prognostic unfavourable (7.89e-8)	unprognostic (2.17e-2)	unprognostic (3.08e-1)	unprognostic (8.04e-2)	unprognostic (1.74e-1)
INHBA	P08476	unprognostic (4.11e-3)	prognostic unfavourable (1.46e-5)	unprognostic (4.22e-2)	unprognostic (1.08e-1)	unprognostic (5.18e-2)	prognostic unfavourable (4.34e-4)	unprognostic (2.05e-2)	prognostic unfavourable (7.72e-4)	unprognostic (1.44e-1)	unprognostic (1.31e-1)	unprognostic (1.23e-2)	unprognostic (2.04e-1)	prognostic unfavourable (7.91e-8)	unprognostic (6.22e-3)	unprognostic (1.11e-2)	unprognostic (3.25e-2)	unprognostic (3.18e-3)
DACT3	Q96B18	unprognostic (2.35e-1)	unprognostic (3.08e-1)	unprognostic (5.30e-3)	unprognostic (5.08e-2)	unprognostic (2.02e-1)	unprognostic (1.09e-1)	unprognostic (2.66e-1)	unprognostic (2.03e-2)	unprognostic (3.27e-2)	unprognostic (2.03e-4)	unprognostic (1.70e-1)	unprognostic (2.67e-1)	prognostic unfavourable (7.97e-8)	unprognostic (1.59e-2)	unprognostic (4.03e-2)	unprognostic (3.54e-3)	prognostic unfavourable (6.66e-4)
LOXL3	P58215	unprognostic (7.54e-2)	unprognostic (2.53e-2)	unprognostic (5.34e-3)	unprognostic (4.55e-3)	unprognostic (6.85e-2)	unprognostic (1.96e-1)	unprognostic (1.68e-3)	unprognostic (6.84e-2)	unprognostic (1.41e-1)	unprognostic (1.78e-1)	unprognostic (1.52e-1)	unprognostic (1.09e-1)	prognostic unfavourable (7.97e-8)	unprognostic (1.22e-2)	unprognostic (7.33e-3)	unprognostic (7.09e-2)	unprognostic (3.38e-2)
